file	area	owner_agent	review_status	receiver_extension_status	helper_model_status	naming_status	type_boundary_status	test_quality_status	comment_status	action_taken	retained_rationale	verification	detected_patterns
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/dependencies/RulesJvmExternalLockfileHasher.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	RJE hash state/model cleanup is hash-sensitive and covered by the pending lockfile JSON spec.	Inventory/subagent audit; final gates pending.	generic_model_name,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/dependencies/RulesJvmExternalLockfileRenderer.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Manual RJE rendering is retained until the hash-compatible typed renderer spec lands.	Inventory/subagent audit; final gates pending.	type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/dependencies/StarlarkRepr.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/dependencies/UrlRewriter.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/internal/ProjectBazelFileBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/internal/WorkspaceBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/kotlin/KotlinLibraryTarget.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/kotlin/KotlinProjectDataExtractor.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	source_string_assertion
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/kotlin/KotlinUnitTestDataExtractor.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	source_string_assertion
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/AndroidBinaryTargetBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/AndroidInstrumentationBinaryTargetBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/AndroidLibraryTargetBuilder.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Shared target-data planning with facts extraction is architecture work, not a safe hygiene edit.	Inventory/subagent audit; final gates pending.	domain_receiver_extension
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/AndroidTestTargetBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/KotlinLibraryTargetBuilder.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/TargetModule.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/TargetReferenceFactsExtractor.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Shared target-data planning with target builders is architecture work, not a safe hygiene edit.	Inventory/subagent audit; final gates pending.	domain_receiver_extension
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/migrate/target/TargetVariantReachability.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Replacing suffix parsing with typed variant role needs a target reachability model change.	Inventory/subagent audit; final gates pending.	domain_receiver_extension,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/proxy/LocalMavenProxyServer.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/proxy/LocalMavenProxyService.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Proxy test-only planner seams need a focused proxy API cleanup to avoid altering pinning flow.	Inventory/subagent audit; final gates pending.	private_helper_model,reflection_or_dynamic_access
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/proxy/LocalMavenResolvedFacts.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/proxy/MavenInstallLockfileFallbackIndex.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Lockfile fallback index depends on RJE lockfile model cleanup and proxy package boundary follow-up.	Inventory/subagent audit; final gates pending.	source_string_assertion,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/AnalyzeVariantCompressionTask.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	private_helper_model
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/BuildifierFormatter.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/CollectDeclaredDependencyMetadataTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	private_helper_model
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/CollectKspProcessorDependenciesTask.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Live Gradle graph inputs/cacheability tradeoff is intentionally retained; changing it is an architecture item.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/CollectTargetMavenRepoReferencesTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/CollectWorkspaceDependencyRootMetadataTask.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/CollectWorkspaceTargetTagPlanTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/ComputeWorkspaceDependenciesTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/ComputeWorkspacePlanTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/FinalizeWorkspacePlanTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/GenerateBazelScriptsTask.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/GenerateRootBazelScriptsTask.kt	main	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/PinMavenArtifactsTask.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access,type_boundary_candidate
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/ResolveWorkspaceDependenciesTask.kt	main	parent+subagents	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	deferred_requires_behavior_change	Reviewed and deferred from preserving Item41 scope.	Live ResolvedComponentResult input is intentionally retained per maintainer decision; changing it is an architecture item.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/TasksManager.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/tasks/internal/WorkspaceDependencyInputsRegistrar.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/util/ProgressLogger.kt	main	parent+subagents	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	Reviewed and retained by Item41 audit.	ProgressLoggerFactory receiver helpers are role-specific Gradle API helpers, not hidden collection receivers.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/main/kotlin/com/grab/grazel/util/ProgressReporter.kt	main	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/bazel/rules/MavenRulesTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/bazel/starlark/StatementWriterTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/extension/ExperimentsExtensionTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/fake/FakeDependencyGraphs.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/fake/FakeProgressLoggerFactory.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/fake/FakeWorkerExecutor.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/fake/Fakes.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/DefaultDependenciesDataSourceTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion,comment_or_context_artifact,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/RepositoryAuthTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/AggregatedDependencyResolverTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	unchecked_cast,source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/BucketOwnershipPlannerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/ComputeWorkspaceDependenciesTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DeclaredDependencyMetadataCollectorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DeclaredDependencyMetadataMergerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DefaultBucketDependencyReducerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DefaultDependencyGraphsTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DefaultDependencyResolutionServiceTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion,comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DefaultOverrideCarrierPlannerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DependenciesDataSourceTest.kt	test	parent+subagents	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	retained_problem_essential	Reviewed and retained by Item41 audit.	Reflection is a negative API-surface guard proving old resolver methods are absent.	Inventory/subagent audit; final gates pending.	reflection_or_dynamic_access
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/DependencyBucketPlacementEngineTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/JvmProjectGraphKeyTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/KspProcessorClassExtractorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/ResolvedComponentsVisitorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	comment_or_context_artifact,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/TargetReferenceFactsCollectorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	comment_or_context_artifact
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/TopologicalSorterTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast,source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/WorkspaceDependencyRootInputPlannerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	private_helper_model
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/WorkspacePlanBuilderTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/WorkspaceRenderPlanBuilderTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/WorkspaceTargetTagPlanCollectorTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/dependencies/model/ResolvedDependencyTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/BucketHierarchyGraphTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	unchecked_cast
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/DefaultVariantBuilderTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	private_helper_model,source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/DefaultVariantMatcherTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/VariantDependencyConfigurationRolesTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension,project_extension
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/VariantTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion,type_boundary_candidate
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/gradle/variant/WorkspaceKspProcessorClasspathPlannerTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	domain_receiver_extension,project_extension
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/AndroidWorkspaceRepositoriesTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/DaggerWorkspaceRuleTest.kt	test	parent+subagents	fixed	fixed	fixed	fixed	fixed	fixed	fixed	Applied preserving Item41 cleanup in this file.	No retained branch-local issue after cleanup; broader risks are logged separately when applicable.	Focused Item41 tests passed; final gates pending.	none
grazel-gradle-plugin/src/test/kotlin/com/grab/grazel/migrate/KotlinWorkspaceRulesTest.kt	test	parent+subagents	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	no_issue	Reviewed by deterministic inventory and scoped Item41 audits.	No preserving branch-local source-shape issue identified.	Inventory/subagent audit; final gates pending.	source_string_assertion
